tahun,bulan,kode_valuta,nama_valuta,nilai_impor
2006,"Juni","HKD","Dolar Hong Kong",15494
2006,"Juni","IDR","Rupiah Indonesia",33998
2006,"Juni","ITL","Lira Italia",0
2006,"Juni","JPY","Yen Jepang",247409
2006,"Juni","KRW","Won Korea",0
2006,"Juni","MYR","Ringgit Malaysia",15179
2006,"Juni","NLG","Gulden Belanda",0
2006,"Juni","NOK","Krone Norwegia",962
2006,"Juni","NZD","Dolar Selandia Baru",233
2006,"Juni","PHP","Peso Filipina",824
2006,"Juni","QAR","Riyal Qatar",0
2006,"Juni","SAR","Riyal Saudi Arabia",0
2006,"Juni","SEK","Krone Swedia",4128
2006,"Juni","SGD","Dolar Singapura",221806
2006,"Juni","THB","Baht Thailand",9826
2006,"Juni","TWD","Dolar Taiwan",395
2006,"Juni","USD","Dolar Amerika Serikat",6279463
2006,"Juni","Lainnya","Valuta lainnya",9938
2006,"Juni","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",51000
2006,"Juni","Lainnya","Asuransi dan ongkos pengangkutan",608411
2006,"Juli","AED","Dirham Uni Emirat Arab",0
2006,"Juli","ATS","Schilling Austria",0
2006,"Juli","AUD","Dolar Australia",48029
2006,"Juli","BEF","Franc Belgia",0
2006,"Juli","BND","Dolar Brunei",0
2006,"Juli","CAD","Dolar Kanada",1929
2006,"Juli","CHF","Franc Swiss",31758
2006,"Juli","CNY","Yuan Renminbi China",0
2006,"Juli","DEM","Mark Jerman",0
2006,"Juli","DKK","Krone Denmark",539
2006,"Juli","EUR","Euro",181293
2006,"Juli","FRF","Franc Perancis",0
2006,"Juli","GBP","Poundsterling Inggris",11514
2006,"Juli","HKD","Dolar Hong Kong",14487
2006,"Juli","IDR","Rupiah Indonesia",37670
2006,"Juli","ITL","Lira Italia",0
2006,"Juli","JPY","Yen Jepang",247883
2006,"Juli","KRW","Won Korea",0
2006,"Juli","MYR","Ringgit Malaysia",10313
2006,"Juli","NLG","Gulden Belanda",0
2006,"Juli","NOK","Krone Norwegia",2566
2006,"Juli","NZD","Dolar Selandia Baru",494
2006,"Juli","PHP","Peso Filipina",1
2006,"Juli","QAR","Riyal Qatar",0
2006,"Juli","SAR","Riyal Saudi Arabia",0
2006,"Juli","SEK","Krone Swedia",4143
2006,"Juli","SGD","Dolar Singapura",277783
2006,"Juli","THB","Baht Thailand",6765
2006,"Juli","TWD","Dolar Taiwan",374
2006,"Juli","USD","Dolar Amerika Serikat",6155612
2006,"Juli","Lainnya","Valuta lainnya",8750
2006,"Juli","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",44000
2006,"Juli","Lainnya","Asuransi dan ongkos pengangkutan",571819
2006,"Agustus","AED","Dirham Uni Emirat Arab",0
2006,"Agustus","ATS","Schilling Austria",0
2006,"Agustus","AUD","Dolar Australia",47299
2006,"Agustus","BEF","Franc Belgia",0
2006,"Agustus","BND","Dolar Brunei",0
2006,"Agustus","CAD","Dolar Kanada",393
2006,"Agustus","CHF","Franc Swiss",7012
2006,"Agustus","CNY","Yuan Renminbi China",0
2006,"Agustus","DEM","Mark Jerman",0
2006,"Agustus","DKK","Krone Denmark",116
2006,"Agustus","EUR","Euro",196151
2006,"Agustus","FRF","Franc Perancis",0
2006,"Agustus","GBP","Poundsterling Inggris",11827
2006,"Agustus","HKD","Dolar Hong Kong",16689
2006,"Agustus","IDR","Rupiah Indonesia",53404
2006,"Agustus","ITL","Lira Italia",0
2006,"Agustus","JPY","Yen Jepang",226721
2006,"Agustus","KRW","Won Korea",0
2006,"Agustus","MYR","Ringgit Malaysia",10735
2006,"Agustus","NLG","Gulden Belanda",0
2006,"Agustus","NOK","Krone Norwegia",962
2006,"Agustus","NZD","Dolar Selandia Baru",190
2006,"Agustus","PHP","Peso Filipina",2023
2006,"Agustus","QAR","Riyal Qatar",0
2006,"Agustus","SAR","Riyal Saudi Arabia",0
2006,"Agustus","SEK","Krone Swedia",2460
2006,"Agustus","SGD","Dolar Singapura",186234
2006,"Agustus","THB","Baht Thailand",9912
2006,"Agustus","TWD","Dolar Taiwan",146
2006,"Agustus","USD","Dolar Amerika Serikat",5986199
2006,"Agustus","Lainnya","Valuta lainnya",7802
2006,"Agustus","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",39000
2006,"Agustus","Lainnya","Asuransi dan ongkos pengangkutan",594854
2006,"September","AED","Dirham Uni Emirat Arab",0
2006,"September","ATS","Schilling Austria",0
2006,"September","AUD","Dolar Australia",47062
2006,"September","BEF","Franc Belgia",0
2006,"September","BND","Dolar Brunei",1
2006,"September","CAD","Dolar Kanada",422
2006,"September","CHF","Franc Swiss",5495
2006,"September","CNY","Yuan Renminbi China",0
2006,"September","DEM","Mark Jerman",0
2006,"September","DKK","Krone Denmark",638
2006,"September","EUR","Euro",202064
2006,"September","FRF","Franc Perancis",0
2006,"September","GBP","Poundsterling Inggris",12245
2006,"September","HKD","Dolar Hong Kong",14176
2006,"September","IDR","Rupiah Indonesia",48899
2006,"September","ITL","Lira Italia",0
2006,"September","JPY","Yen Jepang",230959
2006,"September","KRW","Won Korea",0
2006,"September","MYR","Ringgit Malaysia",12111
2006,"September","NLG","Gulden Belanda",0
2006,"September","NOK","Krone Norwegia",3599
2006,"September","NZD","Dolar Selandia Baru",170
2006,"September","PHP","Peso Filipina",22
2006,"September","QAR","Riyal Qatar",0
2006,"September","SAR","Riyal Saudi Arabia",0
2006,"September","SEK","Krone Swedia",1753
2006,"September","SGD","Dolar Singapura",249586
2006,"September","THB","Baht Thailand",9670
2006,"September","TWD","Dolar Taiwan",297
2006,"September","USD","Dolar Amerika Serikat",5968403
2006,"September","Lainnya","Valuta lainnya",8376
2006,"September","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",45000
2006,"September","Lainnya","Asuransi dan ongkos pengangkutan",577124
2006,"Oktober","AED","Dirham Uni Emirat Arab",0
2006,"Oktober","ATS","Schilling Austria",0
2006,"Oktober","AUD","Dolar Australia",32103
2006,"Oktober","BEF","Franc Belgia",0
2006,"Oktober","BND","Dolar Brunei",0
2006,"Oktober","CAD","Dolar Kanada",957
2006,"Oktober","CHF","Franc Swiss",5311
2006,"Oktober","CNY","Yuan Renminbi China",0
2006,"Oktober","DEM","Mark Jerman",0
2006,"Oktober","DKK","Krone Denmark",531
2006,"Oktober","EUR","Euro",141911
2006,"Oktober","FRF","Franc Perancis",0
2006,"Oktober","GBP","Poundsterling Inggris",10588
2006,"Oktober","HKD","Dolar Hong Kong",10986
2006,"Oktober","IDR","Rupiah Indonesia",40958
2006,"Oktober","ITL","Lira Italia",0
2006,"Oktober","JPY","Yen Jepang",200033
2006,"Oktober","KRW","Won Korea",0
2006,"Oktober","MYR","Ringgit Malaysia",10763
2006,"Oktober","NLG","Gulden Belanda",0
2006,"Oktober","NOK","Krone Norwegia",1429
2006,"Oktober","NZD","Dolar Selandia Baru",157
2006,"Oktober","PHP","Peso Filipina",365
2006,"Oktober","QAR","Riyal Qatar",0
2006,"Oktober","SAR","Riyal Saudi Arabia",0
2006,"Oktober","SEK","Krone Swedia",2343
2006,"Oktober","SGD","Dolar Singapura",279911
2006,"Oktober","THB","Baht Thailand",7910
2006,"Oktober","TWD","Dolar Taiwan",932
2006,"Oktober","USD","Dolar Amerika Serikat",5239105
2006,"Oktober","Lainnya","Valuta lainnya",7266
2006,"Oktober","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",43000
2006,"Oktober","Lainnya","Asuransi dan ongkos pengangkutan",490572
2006,"November","AED","Dirham Uni Emirat Arab",0
2006,"November","ATS","Schilling Austria",0
2006,"November","AUD","Dolar Australia",55911
2006,"November","BEF","Franc Belgia",0
2006,"November","BND","Dolar Brunei",0
2006,"November","CAD","Dolar Kanada",565
2006,"November","CHF","Franc Swiss",16004
2006,"November","CNY","Yuan Renminbi China",0
2006,"November","DEM","Mark Jerman",0
2006,"November","DKK","Krone Denmark",68
2006,"November","EUR","Euro",238017
2006,"November","FRF","Franc Perancis",0
2006,"November","GBP","Poundsterling Inggris",19563
2006,"November","HKD","Dolar Hong Kong",14900
2006,"November","IDR","Rupiah Indonesia",51142
2006,"November","ITL","Lira Italia",0
2006,"November","JPY","Yen Jepang",281823
2006,"November","KRW","Won Korea",59
2006,"November","MYR","Ringgit Malaysia",7370
2006,"November","NLG","Gulden Belanda",0
2006,"November","NOK","Krone Norwegia",1704
2006,"November","NZD","Dolar Selandia Baru",390
2006,"November","PHP","Peso Filipina",32
2006,"November","QAR","Riyal Qatar",0
2006,"November","SAR","Riyal Saudi Arabia",0
2006,"November","SEK","Krone Swedia",4056
2006,"November","SGD","Dolar Singapura",339649
2006,"November","THB","Baht Thailand",15215
2006,"November","TWD","Dolar Taiwan",355
2006,"November","USD","Dolar Amerika Serikat",7090028
2006,"November","Lainnya","Valuta lainnya",6229
2006,"November","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",50000
2006,"November","Lainnya","Asuransi dan ongkos pengangkutan",706733
2006,"Desember","AED","Dirham Uni Emirat Arab",0
2006,"Desember","ATS","Schilling Austria",0
2006,"Desember","AUD","Dolar Australia",54491
2006,"Desember","BEF","Franc Belgia",0
2006,"Desember","BND","Dolar Brunei",705
2006,"Desember","CAD","Dolar Kanada",1110
2006,"Desember","CHF","Franc Swiss",7139
2006,"Desember","CNY","Yuan Renminbi China",0
2006,"Desember","DEM","Mark Jerman",0
2006,"Desember","DKK","Krone Denmark",1005
2006,"Desember","EUR","Euro",237765
2006,"Desember","FRF","Franc Perancis",0
2006,"Desember","GBP","Poundsterling Inggris",17963
2006,"Desember","HKD","Dolar Hong Kong",12697
2006,"Desember","IDR","Rupiah Indonesia",40376
2006,"Desember","ITL","Lira Italia",0
2006,"Desember","JPY","Yen Jepang",262624
2006,"Desember","KRW","Won Korea",50
2006,"Desember","MYR","Ringgit Malaysia",12826
2006,"Desember","NLG","Gulden Belanda",0
2006,"Desember","NOK","Krone Norwegia",2747
2006,"Desember","NZD","Dolar Selandia Baru",86
2006,"Desember","PHP","Peso Filipina",26
2006,"Desember","QAR","Riyal Qatar",0
2006,"Desember","SAR","Riyal Saudi Arabia",20
2006,"Desember","SEK","Krone Swedia",3693
2006,"Desember","SGD","Dolar Singapura",351778
2006,"Desember","THB","Baht Thailand",10887
2006,"Desember","TWD","Dolar Taiwan",730
2006,"Desember","USD","Dolar Amerika Serikat",6308678
2006,"Desember","Lainnya","Valuta lainnya",7200
2006,"Desember","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",51000
2006,"Desember","Lainnya","Asuransi dan ongkos pengangkutan",625913
2007,"Januari","AED","Dirham Uni Emirat Arab",0
2007,"Januari","ATS","Schilling Austria",0
2007,"Januari","AUD","Dolar Australia",45487
2007,"Januari","BEF","Franc Belgia",0
2007,"Januari","BND","Dolar Brunei",0
2007,"Januari","CAD","Dolar Kanada",894
2007,"Januari","CHF","Franc Swiss",6842
2007,"Januari","CNY","Yuan Renminbi China",0
2007,"Januari","DEM","Mark Jerman",20
2007,"Januari","DKK","Krone Denmark",218
2007,"Januari","EUR","Euro",185494
2007,"Januari","FRF","Franc Perancis",0
2007,"Januari","GBP","Poundsterling Inggris",8814
2007,"Januari","HKD","Dolar Hong Kong",12829
2007,"Januari","IDR","Rupiah Indonesia",47156
2007,"Januari","ITL","Lira Italia",0
2007,"Januari","JPY","Yen Jepang",232102
2007,"Januari","KRW","Won Korea",0
2007,"Januari","MYR","Ringgit Malaysia",8415
2007,"Januari","NLG","Gulden Belanda",0
2007,"Januari","NOK","Krone Norwegia",9
2007,"Januari","NZD","Dolar Selandia Baru",869
2007,"Januari","PHP","Peso Filipina",1178
2007,"Januari","QAR","Riyal Qatar",0
2007,"Januari","SAR","Riyal Saudi Arabia",0
2007,"Januari","SEK","Krone Swedia",2242
2007,"Januari","SGD","Dolar Singapura",118303
2007,"Januari","THB","Baht Thailand",14314
2007,"Januari","TWD","Dolar Taiwan",0
2007,"Januari","USD","Dolar Amerika Serikat",5617230
2007,"Januari","Lainnya","Valuta lainnya",362229
2007,"Januari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",65000
2007,"Januari","Lainnya","Asuransi dan ongkos pengangkutan",582064
2007,"Februari","AED","Dirham Uni Emirat Arab",0
2007,"Februari","ATS","Schilling Austria",0
2007,"Februari","AUD","Dolar Australia",31030
2007,"Februari","BEF","Franc Belgia",0
2007,"Februari","BND","Dolar Brunei",20
2007,"Februari","CAD","Dolar Kanada",525
2007,"Februari","CHF","Franc Swiss",22426
2007,"Februari","CNY","Yuan Renminbi China",0
2007,"Februari","DEM","Mark Jerman",0
2007,"Februari","DKK","Krone Denmark",43
2007,"Februari","EUR","Euro",209714
2007,"Februari","FRF","Franc Perancis",0
2007,"Februari","GBP","Poundsterling Inggris",21705
2007,"Februari","HKD","Dolar Hong Kong",11990
2007,"Februari","IDR","Rupiah Indonesia",49771
2007,"Februari","ITL","Lira Italia",0
2007,"Februari","JPY","Yen Jepang",202388
2007,"Februari","KRW","Won Korea",0
2007,"Februari","MYR","Ringgit Malaysia",9428
2007,"Februari","NLG","Gulden Belanda",0
2007,"Februari","NOK","Krone Norwegia",181
2007,"Februari","NZD","Dolar Selandia Baru",158
2007,"Februari","PHP","Peso Filipina",0
2007,"Februari","QAR","Riyal Qatar",0
2007,"Februari","SAR","Riyal Saudi Arabia",0
2007,"Februari","SEK","Krone Swedia",2982
2007,"Februari","SGD","Dolar Singapura",85583
2007,"Februari","THB","Baht Thailand",8763
2007,"Februari","TWD","Dolar Taiwan",0
2007,"Februari","USD","Dolar Amerika Serikat",5166211
2007,"Februari","Lainnya","Valuta lainnya",552892
2007,"Februari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",42000
2007,"Februari","Lainnya","Asuransi dan ongkos pengangkutan",539545
2007,"Maret","AED","Dirham Uni Emirat Arab",0
2007,"Maret","ATS","Schilling Austria",0
2007,"Maret","AUD","Dolar Australia",27284
2007,"Maret","BEF","Franc Belgia",0
2007,"Maret","BND","Dolar Brunei",46
2007,"Maret","CAD","Dolar Kanada",2887
2007,"Maret","CHF","Franc Swiss",11745
2007,"Maret","CNY","Yuan Renminbi China",0
2007,"Maret","DEM","Mark Jerman",0
2007,"Maret","DKK","Krone Denmark",1239
2007,"Maret","EUR","Euro",224766
2007,"Maret","FRF","Franc Perancis",0
2007,"Maret","GBP","Poundsterling Inggris",14449
2007,"Maret","HKD","Dolar Hong Kong",6929
2007,"Maret","IDR","Rupiah Indonesia",57117
2007,"Maret","ITL","Lira Italia",0
2007,"Maret","JPY","Yen Jepang",221687
2007,"Maret","KRW","Won Korea",0
2007,"Maret","MYR","Ringgit Malaysia",25788
2007,"Maret","NLG","Gulden Belanda",0
2007,"Maret","NOK","Krone Norwegia",129
2007,"Maret","NZD","Dolar Selandia Baru",878
2007,"Maret","PHP","Peso Filipina",1253
2007,"Maret","QAR","Riyal Qatar",0
2007,"Maret","SAR","Riyal Saudi Arabia",0
2007,"Maret","SEK","Krone Swedia",3441
2007,"Maret","SGD","Dolar Singapura",109258
2007,"Maret","THB","Baht Thailand",14778
2007,"Maret","TWD","Dolar Taiwan",0
2007,"Maret","USD","Dolar Amerika Serikat",5963053
2007,"Maret","Lainnya","Valuta lainnya",774098
2007,"Maret","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",47000
2007,"Maret","Lainnya","Asuransi dan ongkos pengangkutan",618533
2007,"April","AED","Dirham Uni Emirat Arab",0
2007,"April","ATS","Schilling Austria",0
2007,"April","AUD","Dolar Australia",49670
2007,"April","BEF","Franc Belgia",0
2007,"April","BND","Dolar Brunei",0
2007,"April","CAD","Dolar Kanada",596
2007,"April","CHF","Franc Swiss",13523
2007,"April","CNY","Yuan Renminbi China",0
2007,"April","DEM","Mark Jerman",0
2007,"April","DKK","Krone Denmark",569
2007,"April","EUR","Euro",186731
2007,"April","FRF","Franc Perancis",0
2007,"April","GBP","Poundsterling Inggris",12232
2007,"April","HKD","Dolar Hong Kong",14914
2007,"April","IDR","Rupiah Indonesia",55362
2007,"April","ITL","Lira Italia",0
2007,"April","JPY","Yen Jepang",243571
2007,"April","KRW","Won Korea",0
2007,"April","MYR","Ringgit Malaysia",9846
2007,"April","NLG","Gulden Belanda",0
2007,"April","NOK","Krone Norwegia",577
2007,"April","NZD","Dolar Selandia Baru",469
2007,"April","PHP","Peso Filipina",1274
2007,"April","QAR","Riyal Qatar",0
2007,"April","SAR","Riyal Saudi Arabia",0
2007,"April","SEK","Krone Swedia",5288
2007,"April","SGD","Dolar Singapura",104266
2007,"April","THB","Baht Thailand",11180
2007,"April","TWD","Dolar Taiwan",0
2007,"April","USD","Dolar Amerika Serikat",5742337
2007,"April","Lainnya","Valuta lainnya",621515
2007,"April","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",48000
2007,"April","Lainnya","Asuransi dan ongkos pengangkutan",600146
2007,"Mei","AED","Dirham Uni Emirat Arab",0
2007,"Mei","ATS","Schilling Austria",0
2007,"Mei","AUD","Dolar Australia",26977
2007,"Mei","BEF","Franc Belgia",0
2007,"Mei","BND","Dolar Brunei",1
2007,"Mei","CAD","Dolar Kanada",382
2007,"Mei","CHF","Franc Swiss",12434
2007,"Mei","CNY","Yuan Renminbi China",0
2007,"Mei","DEM","Mark Jerman",0
2007,"Mei","DKK","Krone Denmark",1334
2007,"Mei","EUR","Euro",234198
2007,"Mei","FRF","Franc Perancis",0
2007,"Mei","GBP","Poundsterling Inggris",11495
2007,"Mei","HKD","Dolar Hong Kong",12176
2007,"Mei","IDR","Rupiah Indonesia",64295
2007,"Mei","ITL","Lira Italia",0
2007,"Mei","JPY","Yen Jepang",223975
2007,"Mei","KRW","Won Korea",0
2007,"Mei","MYR","Ringgit Malaysia",12414
2007,"Mei","NLG","Gulden Belanda",0
2007,"Mei","NOK","Krone Norwegia",1117
2007,"Mei","NZD","Dolar Selandia Baru",482
2007,"Mei","PHP","Peso Filipina",2
2007,"Mei","QAR","Riyal Qatar",0
2007,"Mei","SAR","Riyal Saudi Arabia",0
2007,"Mei","SEK","Krone Swedia",3250
2007,"Mei","SGD","Dolar Singapura",97581
2007,"Mei","THB","Baht Thailand",12471
2007,"Mei","TWD","Dolar Taiwan",0
2007,"Mei","USD","Dolar Amerika Serikat",6742619
2007,"Mei","Lainnya","Valuta lainnya",652188
2007,"Mei","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",55000
2007,"Mei","Lainnya","Asuransi dan ongkos pengangkutan",688191
2007,"Juni","AED","Dirham Uni Emirat Arab",0
2007,"Juni","ATS","Schilling Austria",0
2007,"Juni","AUD","Dolar Australia",29065
2007,"Juni","BEF","Franc Belgia",0
2007,"Juni","BND","Dolar Brunei",0
2007,"Juni","CAD","Dolar Kanada",721
2007,"Juni","CHF","Franc Swiss",20271
2007,"Juni","CNY","Yuan Renminbi China",0
2007,"Juni","DEM","Mark Jerman",0
2007,"Juni","DKK","Krone Denmark",1021
2007,"Juni","EUR","Euro",244133
2007,"Juni","FRF","Franc Perancis",0
2007,"Juni","GBP","Poundsterling Inggris",8965
2007,"Juni","HKD","Dolar Hong Kong",18948
2007,"Juni","IDR","Rupiah Indonesia",58249
2007,"Juni","ITL","Lira Italia",0
2007,"Juni","JPY","Yen Jepang",213127
2007,"Juni","KRW","Won Korea",0
2007,"Juni","MYR","Ringgit Malaysia",12649
2007,"Juni","NLG","Gulden Belanda",0
2007,"Juni","NOK","Krone Norwegia",298
2007,"Juni","NZD","Dolar Selandia Baru",562
2007,"Juni","PHP","Peso Filipina",67
2007,"Juni","QAR","Riyal Qatar",0
2007,"Juni","SAR","Riyal Saudi Arabia",0
2007,"Juni","SEK","Krone Swedia",2635
2007,"Juni","SGD","Dolar Singapura",114880
2007,"Juni","THB","Baht Thailand",10467
2007,"Juni","TWD","Dolar Taiwan",0
2007,"Juni","USD","Dolar Amerika Serikat",6301458
2007,"Juni","Lainnya","Valuta lainnya",664641
2007,"Juni","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",48000
2007,"Juni","Lainnya","Asuransi dan ongkos pengangkutan",652627
2007,"Juli","AED","Dirham Uni Emirat Arab",0
2007,"Juli","ATS","Schilling Austria",0
2007,"Juli","AUD","Dolar Australia",88341
2007,"Juli","BEF","Franc Belgia",0
2007,"Juli","BND","Dolar Brunei",0
2007,"Juli","CAD","Dolar Kanada",1012
2007,"Juli","CHF","Franc Swiss",8033
2007,"Juli","CNY","Yuan Renminbi China",0
2007,"Juli","DEM","Mark Jerman",0
2007,"Juli","DKK","Krone Denmark",429
2007,"Juli","EUR","Euro",277487
2007,"Juli","FRF","Franc Perancis",0
2007,"Juli","GBP","Poundsterling Inggris",13535
2007,"Juli","HKD","Dolar Hong Kong",15849
2007,"Juli","IDR","Rupiah Indonesia",69192
2007,"Juli","ITL","Lira Italia",0
2007,"Juli","JPY","Yen Jepang",231650
2007,"Juli","KRW","Won Korea",0
2007,"Juli","MYR","Ringgit Malaysia",15003
2007,"Juli","NLG","Gulden Belanda",0
2007,"Juli","NOK","Krone Norwegia",266
2007,"Juli","NZD","Dolar Selandia Baru",647
2007,"Juli","PHP","Peso Filipina",1665
2007,"Juli","QAR","Riyal Qatar",0
2007,"Juli","SAR","Riyal Saudi Arabia",0
2007,"Juli","SEK","Krone Swedia",4851
2007,"Juli","SGD","Dolar Singapura",124876
2007,"Juli","THB","Baht Thailand",8774
2007,"Juli","TWD","Dolar Taiwan",0
2007,"Juli","USD","Dolar Amerika Serikat",6363478
2007,"Juli","Lainnya","Valuta lainnya",737704
2007,"Juli","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",43000
2007,"Juli","Lainnya","Asuransi dan ongkos pengangkutan",676166
2007,"Agustus","AED","Dirham Uni Emirat Arab",0
2007,"Agustus","ATS","Schilling Austria",0
2007,"Agustus","AUD","Dolar Australia",47466
2007,"Agustus","BEF","Franc Belgia",0
2007,"Agustus","BND","Dolar Brunei",0
2007,"Agustus","CAD","Dolar Kanada",1248
2007,"Agustus","CHF","Franc Swiss",7922
2007,"Agustus","CNY","Yuan Renminbi China",0
2007,"Agustus","DEM","Mark Jerman",0
2007,"Agustus","DKK","Krone Denmark",654
2007,"Agustus","EUR","Euro",227562
2007,"Agustus","FRF","Franc Perancis",0
2007,"Agustus","GBP","Poundsterling Inggris",10636
2007,"Agustus","HKD","Dolar Hong Kong",25490
2007,"Agustus","IDR","Rupiah Indonesia",66448
2007,"Agustus","ITL","Lira Italia",0
2007,"Agustus","JPY","Yen Jepang",288447
2007,"Agustus","KRW","Won Korea",0
2007,"Agustus","MYR","Ringgit Malaysia",11081
2007,"Agustus","NLG","Gulden Belanda",0
2007,"Agustus","NOK","Krone Norwegia",94
2007,"Agustus","NZD","Dolar Selandia Baru",398
2007,"Agustus","PHP","Peso Filipina",9
2007,"Agustus","QAR","Riyal Qatar",0
2007,"Agustus","SAR","Riyal Saudi Arabia",0
2007,"Agustus","SEK","Krone Swedia",3451
2007,"Agustus","SGD","Dolar Singapura",121649
2007,"Agustus","THB","Baht Thailand",8953
2007,"Agustus","TWD","Dolar Taiwan",0
2007,"Agustus","USD","Dolar Amerika Serikat",6774163
2007,"Agustus","Lainnya","Valuta lainnya",703460
2007,"Agustus","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",45000
2007,"Agustus","Lainnya","Asuransi dan ongkos pengangkutan",704300
2007,"September","AED","Dirham Uni Emirat Arab",0
2007,"September","ATS","Schilling Austria",0
2007,"September","AUD","Dolar Australia",36925
2007,"September","BEF","Franc Belgia",0
2007,"September","BND","Dolar Brunei",0
2007,"September","CAD","Dolar Kanada",106
2007,"September","CHF","Franc Swiss",16677
2007,"September","CNY","Yuan Renminbi China",0
2007,"September","DEM","Mark Jerman",0
2007,"September","DKK","Krone Denmark",660
2007,"September","EUR","Euro",243053
2007,"September","FRF","Franc Perancis",0
2007,"September","GBP","Poundsterling Inggris",11165
2007,"September","HKD","Dolar Hong Kong",21040
2007,"September","IDR","Rupiah Indonesia",58288
2007,"September","ITL","Lira Italia",0
2007,"September","JPY","Yen Jepang",243034
2007,"September","KRW","Won Korea",0
2007,"September","MYR","Ringgit Malaysia",14693
2007,"September","NLG","Gulden Belanda",0
2007,"September","NOK","Krone Norwegia",230
2007,"September","NZD","Dolar Selandia Baru",113
2007,"September","PHP","Peso Filipina",6
2007,"September","QAR","Riyal Qatar",0
2007,"September","SAR","Riyal Saudi Arabia",0
2007,"September","SEK","Krone Swedia",2565
2007,"September","SGD","Dolar Singapura",135550
2007,"September","THB","Baht Thailand",7837
2007,"September","TWD","Dolar Taiwan",0
2007,"September","USD","Dolar Amerika Serikat",6690378
2007,"September","Lainnya","Valuta lainnya",720794
2007,"September","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",42000
2007,"September","Lainnya","Asuransi dan ongkos pengangkutan",693272
2007,"Oktober","AED","Dirham Uni Emirat Arab",0
2007,"Oktober","ATS","Schilling Austria",0
2007,"Oktober","AUD","Dolar Australia",43736
2007,"Oktober","BEF","Franc Belgia",0
2007,"Oktober","BND","Dolar Brunei",0
2007,"Oktober","CAD","Dolar Kanada",1033
2007,"Oktober","CHF","Franc Swiss",9891
2007,"Oktober","CNY","Yuan Renminbi China",0
2007,"Oktober","DEM","Mark Jerman",0
2007,"Oktober","DKK","Krone Denmark",665
2007,"Oktober","EUR","Euro",212683
2007,"Oktober","FRF","Franc Perancis",0
2007,"Oktober","GBP","Poundsterling Inggris",11471
2007,"Oktober","HKD","Dolar Hong Kong",12515
2007,"Oktober","IDR","Rupiah Indonesia",61224
2007,"Oktober","ITL","Lira Italia",0
2007,"Oktober","JPY","Yen Jepang",217527
2007,"Oktober","KRW","Won Korea",0
2007,"Oktober","MYR","Ringgit Malaysia",14384
2007,"Oktober","NLG","Gulden Belanda",0
2007,"Oktober","NOK","Krone Norwegia",168
2007,"Oktober","NZD","Dolar Selandia Baru",167
2007,"Oktober","PHP","Peso Filipina",1326
2007,"Oktober","QAR","Riyal Qatar",0
2007,"Oktober","SAR","Riyal Saudi Arabia",0
2007,"Oktober","SEK","Krone Swedia",2446
2007,"Oktober","SGD","Dolar Singapura",92054
2007,"Oktober","THB","Baht Thailand",7918
2007,"Oktober","TWD","Dolar Taiwan",0
2007,"Oktober","USD","Dolar Amerika Serikat",6209982
2007,"Oktober","Lainnya","Valuta lainnya",757484
2007,"Oktober","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",45000
2007,"Oktober","Lainnya","Asuransi dan ongkos pengangkutan",648218
2007,"November","AED","Dirham Uni Emirat Arab",0
2007,"November","ATS","Schilling Austria",0
2007,"November","AUD","Dolar Australia",26291
2007,"November","BEF","Franc Belgia",0
2007,"November","BND","Dolar Brunei",0
2007,"November","CAD","Dolar Kanada",1489
2007,"November","CHF","Franc Swiss",23781
2007,"November","CNY","Yuan Renminbi China",0
2007,"November","DEM","Mark Jerman",0
2007,"November","DKK","Krone Denmark",623
2007,"November","EUR","Euro",278554
2007,"November","FRF","Franc Perancis",0
2007,"November","GBP","Poundsterling Inggris",14782
2007,"November","HKD","Dolar Hong Kong",15912
2007,"November","IDR","Rupiah Indonesia",60761
2007,"November","ITL","Lira Italia",0
2007,"November","JPY","Yen Jepang",309856
2007,"November","KRW","Won Korea",0
2007,"November","MYR","Ringgit Malaysia",16832
2007,"November","NLG","Gulden Belanda",0
2007,"November","NOK","Krone Norwegia",315
2007,"November","NZD","Dolar Selandia Baru",419
2007,"November","PHP","Peso Filipina",2
2007,"November","QAR","Riyal Qatar",0
2007,"November","SAR","Riyal Saudi Arabia",0
2007,"November","SEK","Krone Swedia",5902
2007,"November","SGD","Dolar Singapura",121087
2007,"November","THB","Baht Thailand",9552
2007,"November","TWD","Dolar Taiwan",0
2007,"November","USD","Dolar Amerika Serikat",7244825
