tahun,bulan,kode_valuta,nama_valuta,nilai_impor
2009,"Mei","IDR","Rupiah Indonesia",86933
2009,"Mei","ITL","Lira Italia",0
2009,"Mei","JPY","Yen Jepang",281979
2009,"Mei","KRW","Won Korea",0
2009,"Mei","MYR","Ringgit Malaysia",27443
2009,"Mei","NLG","Gulden Belanda",0
2009,"Mei","NOK","Krone Norwegia",387
2009,"Mei","NZD","Dolar Selandia Baru",693
2009,"Mei","PHP","Peso Filipina",7
2009,"Mei","QAR","Riyal Qatar",0
2009,"Mei","SAR","Riyal Saudi Arabia",0
2009,"Mei","SEK","Krone Swedia",2668
2009,"Mei","SGD","Dolar Singapura",103938
2009,"Mei","THB","Baht Thailand",9255
2009,"Mei","TWD","Dolar Taiwan",0
2009,"Mei","USD","Dolar Amerika Serikat",5711912
2009,"Mei","Lainnya","Valuta lainnya",564556
2009,"Mei","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",50889
2009,"Mei","Lainnya","Asuransi dan ongkos pengangkutan",405770
2009,"Juni","AED","Dirham Uni Emirat Arab",0
2009,"Juni","ATS","Schilling Austria",0
2009,"Juni","AUD","Dolar Australia",45136
2009,"Juni","BEF","Franc Belgia",0
2009,"Juni","BND","Dolar Brunei",0
2009,"Juni","CAD","Dolar Kanada",6359
2009,"Juni","CHF","Franc Swiss",13141
2009,"Juni","CNY","Yuan Renminbi China",0
2009,"Juni","DEM","Mark Jerman",0
2009,"Juni","DKK","Krone Denmark",25
2009,"Juni","EUR","Euro",261963
2009,"Juni","FRF","Franc Perancis",0
2009,"Juni","GBP","Poundsterling Inggris",11966
2009,"Juni","HKD","Dolar Hong Kong",17398
2009,"Juni","IDR","Rupiah Indonesia",100425
2009,"Juni","ITL","Lira Italia",0
2009,"Juni","JPY","Yen Jepang",316581
2009,"Juni","KRW","Won Korea",0
2009,"Juni","MYR","Ringgit Malaysia",32972
2009,"Juni","NLG","Gulden Belanda",0
2009,"Juni","NOK","Krone Norwegia",402
2009,"Juni","NZD","Dolar Selandia Baru",658
2009,"Juni","PHP","Peso Filipina",1005
2009,"Juni","QAR","Riyal Qatar",0
2009,"Juni","SAR","Riyal Saudi Arabia",0
2009,"Juni","SEK","Krone Swedia",5667
2009,"Juni","SGD","Dolar Singapura",105909
2009,"Juni","THB","Baht Thailand",11163
2009,"Juni","TWD","Dolar Taiwan",0
2009,"Juni","USD","Dolar Amerika Serikat",6619734
2009,"Juni","Lainnya","Valuta lainnya",555248
2009,"Juni","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",65508
2009,"Juni","Lainnya","Asuransi dan ongkos pengangkutan",422634
2009,"Juli","AED","Dirham Uni Emirat Arab",0
2009,"Juli","ATS","Schilling Austria",0
2009,"Juli","AUD","Dolar Australia",59362
2009,"Juli","BEF","Franc Belgia",0
2009,"Juli","BND","Dolar Brunei",0
2009,"Juli","CAD","Dolar Kanada",1435
2009,"Juli","CHF","Franc Swiss",17298
2009,"Juli","CNY","Yuan Renminbi China",0
2009,"Juli","DEM","Mark Jerman",0
2009,"Juli","DKK","Krone Denmark",41
2009,"Juli","EUR","Euro",284947
2009,"Juli","FRF","Franc Perancis",0
2009,"Juli","GBP","Poundsterling Inggris",14289
2009,"Juli","HKD","Dolar Hong Kong",18295
2009,"Juli","IDR","Rupiah Indonesia",99425
2009,"Juli","ITL","Lira Italia",0
2009,"Juli","JPY","Yen Jepang",331870
2009,"Juli","KRW","Won Korea",0
2009,"Juli","MYR","Ringgit Malaysia",38125
2009,"Juli","NLG","Gulden Belanda",0
2009,"Juli","NOK","Krone Norwegia",266
2009,"Juli","NZD","Dolar Selandia Baru",6070
2009,"Juli","PHP","Peso Filipina",278
2009,"Juli","QAR","Riyal Qatar",0
2009,"Juli","SAR","Riyal Saudi Arabia",0
2009,"Juli","SEK","Krone Swedia",4311
2009,"Juli","SGD","Dolar Singapura",153913
2009,"Juli","THB","Baht Thailand",11524
2009,"Juli","TWD","Dolar Taiwan",0
2009,"Juli","USD","Dolar Amerika Serikat",7822223
2009,"Juli","Lainnya","Valuta lainnya",681235
2009,"Juli","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",96574
2009,"Juli","Lainnya","Asuransi dan ongkos pengangkutan",542291
2009,"Agustus","AED","Dirham Uni Emirat Arab",0
2009,"Agustus","ATS","Schilling Austria",0
2009,"Agustus","AUD","Dolar Australia",37492
2009,"Agustus","BEF","Franc Belgia",0
2009,"Agustus","BND","Dolar Brunei",0
2009,"Agustus","CAD","Dolar Kanada",918
2009,"Agustus","CHF","Franc Swiss",18874
2009,"Agustus","CNY","Yuan Renminbi China",0
2009,"Agustus","DEM","Mark Jerman",0
2009,"Agustus","DKK","Krone Denmark",34
2009,"Agustus","EUR","Euro",296320
2009,"Agustus","FRF","Franc Perancis",0
2009,"Agustus","GBP","Poundsterling Inggris",14958
2009,"Agustus","HKD","Dolar Hong Kong",17729
2009,"Agustus","IDR","Rupiah Indonesia",108750
2009,"Agustus","ITL","Lira Italia",0
2009,"Agustus","JPY","Yen Jepang",329177
2009,"Agustus","KRW","Won Korea",0
2009,"Agustus","MYR","Ringgit Malaysia",33764
2009,"Agustus","NLG","Gulden Belanda",0
2009,"Agustus","NOK","Krone Norwegia",333
2009,"Agustus","NZD","Dolar Selandia Baru",325
2009,"Agustus","PHP","Peso Filipina",1769
2009,"Agustus","QAR","Riyal Qatar",0
2009,"Agustus","SAR","Riyal Saudi Arabia",0
2009,"Agustus","SEK","Krone Swedia",4457
2009,"Agustus","SGD","Dolar Singapura",121211
2009,"Agustus","THB","Baht Thailand",10741
2009,"Agustus","TWD","Dolar Taiwan",0
2009,"Agustus","USD","Dolar Amerika Serikat",6965672
2009,"Agustus","Lainnya","Valuta lainnya",704087
2009,"Agustus","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",66668
2009,"Agustus","Lainnya","Asuransi dan ongkos pengangkutan",436268
2009,"September","AED","Dirham Uni Emirat Arab",0
2009,"September","ATS","Schilling Austria",0
2009,"September","AUD","Dolar Australia",35994
2009,"September","BEF","Franc Belgia",0
2009,"September","BND","Dolar Brunei",4
2009,"September","CAD","Dolar Kanada",910
2009,"September","CHF","Franc Swiss",29493
2009,"September","CNY","Yuan Renminbi China",0
2009,"September","DEM","Mark Jerman",0
2009,"September","DKK","Krone Denmark",36
2009,"September","EUR","Euro",228271
2009,"September","FRF","Franc Perancis",0
2009,"September","GBP","Poundsterling Inggris",10533
2009,"September","HKD","Dolar Hong Kong",10415
2009,"September","IDR","Rupiah Indonesia",68955
2009,"September","ITL","Lira Italia",0
2009,"September","JPY","Yen Jepang",247339
2009,"September","KRW","Won Korea",0
2009,"September","MYR","Ringgit Malaysia",26594
2009,"September","NLG","Gulden Belanda",0
2009,"September","NOK","Krone Norwegia",447
2009,"September","NZD","Dolar Selandia Baru",197
2009,"September","PHP","Peso Filipina",1171
2009,"September","QAR","Riyal Qatar",0
2009,"September","SAR","Riyal Saudi Arabia",0
2009,"September","SEK","Krone Swedia",3351
2009,"September","SGD","Dolar Singapura",106618
2009,"September","THB","Baht Thailand",8194
2009,"September","TWD","Dolar Taiwan",0
2009,"September","USD","Dolar Amerika Serikat",5924540
2009,"September","Lainnya","Valuta lainnya",613734
2009,"September","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",95347
2009,"September","Lainnya","Asuransi dan ongkos pengangkutan",450232
2009,"Oktober","AED","Dirham Uni Emirat Arab",0
2009,"Oktober","ATS","Schilling Austria",0
2009,"Oktober","AUD","Dolar Australia",59787
2009,"Oktober","BEF","Franc Belgia",0
2009,"Oktober","BND","Dolar Brunei",1
2009,"Oktober","CAD","Dolar Kanada",2994
2009,"Oktober","CHF","Franc Swiss",17014
2009,"Oktober","CNY","Yuan Renminbi China",0
2009,"Oktober","DEM","Mark Jerman",0
2009,"Oktober","DKK","Krone Denmark",13
2009,"Oktober","EUR","Euro",260327
2009,"Oktober","FRF","Franc Perancis",0
2009,"Oktober","GBP","Poundsterling Inggris",11330
2009,"Oktober","HKD","Dolar Hong Kong",16058
2009,"Oktober","IDR","Rupiah Indonesia",120558
2009,"Oktober","ITL","Lira Italia",0
2009,"Oktober","JPY","Yen Jepang",419416
2009,"Oktober","KRW","Won Korea",0
2009,"Oktober","MYR","Ringgit Malaysia",29566
2009,"Oktober","NLG","Gulden Belanda",0
2009,"Oktober","NOK","Krone Norwegia",601
2009,"Oktober","NZD","Dolar Selandia Baru",399
2009,"Oktober","PHP","Peso Filipina",302
2009,"Oktober","QAR","Riyal Qatar",0
2009,"Oktober","SAR","Riyal Saudi Arabia",0
2009,"Oktober","SEK","Krone Swedia",4729
2009,"Oktober","SGD","Dolar Singapura",145080
2009,"Oktober","THB","Baht Thailand",16856
2009,"Oktober","TWD","Dolar Taiwan",0
2009,"Oktober","USD","Dolar Amerika Serikat",7719783
2009,"Oktober","Lainnya","Valuta lainnya",624156
2009,"Oktober","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",90584
2009,"Oktober","Lainnya","Asuransi dan ongkos pengangkutan",810070
2009,"November","AED","Dirham Uni Emirat Arab",0
2009,"November","ATS","Schilling Austria",0
2009,"November","AUD","Dolar Australia",59087
2009,"November","BEF","Franc Belgia",0
2009,"November","BND","Dolar Brunei",0
2009,"November","CAD","Dolar Kanada",717
2009,"November","CHF","Franc Swiss",9365
2009,"November","CNY","Yuan Renminbi China",0
2009,"November","DEM","Mark Jerman",0
2009,"November","DKK","Krone Denmark",39
2009,"November","EUR","Euro",305541
2009,"November","FRF","Franc Perancis",0
2009,"November","GBP","Poundsterling Inggris",10412
2009,"November","HKD","Dolar Hong Kong",15738
2009,"November","IDR","Rupiah Indonesia",107840
2009,"November","ITL","Lira Italia",0
2009,"November","JPY","Yen Jepang",381502
2009,"November","KRW","Won Korea",0
2009,"November","MYR","Ringgit Malaysia",25356
2009,"November","NLG","Gulden Belanda",0
2009,"November","NOK","Krone Norwegia",861
2009,"November","NZD","Dolar Selandia Baru",103
2009,"November","PHP","Peso Filipina",1121
2009,"November","QAR","Riyal Qatar",0
2009,"November","SAR","Riyal Saudi Arabia",0
2009,"November","SEK","Krone Swedia",4836
2009,"November","SGD","Dolar Singapura",143781
2009,"November","THB","Baht Thailand",14646
2009,"November","TWD","Dolar Taiwan",0
2009,"November","USD","Dolar Amerika Serikat",6939033
2009,"November","Lainnya","Valuta lainnya",535933
2009,"November","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",107870
2009,"November","Lainnya","Asuransi dan ongkos pengangkutan",495860
2009,"Desember","AED","Dirham Uni Emirat Arab",0
2009,"Desember","ATS","Schilling Austria",0
2009,"Desember","AUD","Dolar Australia",54177
2009,"Desember","BEF","Franc Belgia",0
2009,"Desember","BND","Dolar Brunei",0
2009,"Desember","CAD","Dolar Kanada",932
2009,"Desember","CHF","Franc Swiss",29195
2009,"Desember","CNY","Yuan Renminbi China",0
2009,"Desember","DEM","Mark Jerman",0
2009,"Desember","DKK","Krone Denmark",27
2009,"Desember","EUR","Euro",278546
2009,"Desember","FRF","Franc Perancis",0
2009,"Desember","GBP","Poundsterling Inggris",9692
2009,"Desember","HKD","Dolar Hong Kong",14065
2009,"Desember","IDR","Rupiah Indonesia",114180
2009,"Desember","ITL","Lira Italia",0
2009,"Desember","JPY","Yen Jepang",411189
2009,"Desember","KRW","Won Korea",0
2009,"Desember","MYR","Ringgit Malaysia",23460
2009,"Desember","NLG","Gulden Belanda",0
2009,"Desember","NOK","Krone Norwegia",771
2009,"Desember","NZD","Dolar Selandia Baru",447
2009,"Desember","PHP","Peso Filipina",0
2009,"Desember","QAR","Riyal Qatar",0
2009,"Desember","SAR","Riyal Saudi Arabia",0
2009,"Desember","SEK","Krone Swedia",5518
2009,"Desember","SGD","Dolar Singapura",184890
2009,"Desember","THB","Baht Thailand",10930
2009,"Desember","TWD","Dolar Taiwan",0
2009,"Desember","USD","Dolar Amerika Serikat",7253181
2009,"Desember","Lainnya","Valuta lainnya",678084
2009,"Desember","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",86507
2009,"Desember","Lainnya","Asuransi dan ongkos pengangkutan",504598
2010,"Januari","AED","Dirham Uni Emirat Arab",0
2010,"Januari","ATS","Schilling Austria",0
2010,"Januari","AUD","Dolar Australia",44563
2010,"Januari","BEF","Franc Belgia",0
2010,"Januari","BND","Dolar Brunei",0
2010,"Januari","CAD","Dolar Kanada",990
2010,"Januari","CHF","Franc Swiss",14196
2010,"Januari","CNY","Yuan Renminbi China",0
2010,"Januari","DEM","Mark Jerman",0
2010,"Januari","DKK","Krone Denmark",78
2010,"Januari","EUR","Euro",279023
2010,"Januari","FRF","Franc Perancis",0
2010,"Januari","GBP","Poundsterling Inggris",14153
2010,"Januari","HKD","Dolar Hong Kong",19754
2010,"Januari","IDR","Rupiah Indonesia",107631
2010,"Januari","ITL","Lira Italia",0
2010,"Januari","JPY","Yen Jepang",514285
2010,"Januari","KRW","Won Korea",0
2010,"Januari","MYR","Ringgit Malaysia",33534
2010,"Januari","NLG","Gulden Belanda",0
2010,"Januari","NOK","Krone Norwegia",89
2010,"Januari","NZD","Dolar Selandia Baru",41
2010,"Januari","PHP","Peso Filipina",1480
2010,"Januari","QAR","Riyal Qatar",0
2010,"Januari","SAR","Riyal Saudi Arabia",0
2010,"Januari","SEK","Krone Swedia",6455
2010,"Januari","SGD","Dolar Singapura",154576
2010,"Januari","THB","Baht Thailand",11426
2010,"Januari","TWD","Dolar Taiwan",0
2010,"Januari","USD","Dolar Amerika Serikat",7377744
2010,"Januari","Lainnya","Valuta lainnya",751445
2010,"Januari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",54798
2010,"Januari","Lainnya","Asuransi dan ongkos pengangkutan",542504
2010,"Februari","AED","Dirham Uni Emirat Arab",0
2010,"Februari","ATS","Schilling Austria",0
2010,"Februari","AUD","Dolar Australia",48526
2010,"Februari","BEF","Franc Belgia",0
2010,"Februari","BND","Dolar Brunei",0
2010,"Februari","CAD","Dolar Kanada",2433
2010,"Februari","CHF","Franc Swiss",9792
2010,"Februari","CNY","Yuan Renminbi China",0
2010,"Februari","DEM","Mark Jerman",0
2010,"Februari","DKK","Krone Denmark",27
2010,"Februari","EUR","Euro",279344
2010,"Februari","FRF","Franc Perancis",0
2010,"Februari","GBP","Poundsterling Inggris",8722
2010,"Februari","HKD","Dolar Hong Kong",11193
2010,"Februari","IDR","Rupiah Indonesia",144291
2010,"Februari","ITL","Lira Italia",0
2010,"Februari","JPY","Yen Jepang",470302
2010,"Februari","KRW","Won Korea",0
2010,"Februari","MYR","Ringgit Malaysia",23549
2010,"Februari","NLG","Gulden Belanda",0
2010,"Februari","NOK","Krone Norwegia",78
2010,"Februari","NZD","Dolar Selandia Baru",326
2010,"Februari","PHP","Peso Filipina",34
2010,"Februari","QAR","Riyal Qatar",0
2010,"Februari","SAR","Riyal Saudi Arabia",0
2010,"Februari","SEK","Krone Swedia",2561
2010,"Februari","SGD","Dolar Singapura",159246
2010,"Februari","THB","Baht Thailand",10997
2010,"Februari","TWD","Dolar Taiwan",0
2010,"Februari","USD","Dolar Amerika Serikat",7086287
2010,"Februari","Lainnya","Valuta lainnya",806669
2010,"Februari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",71541
2010,"Februari","Lainnya","Asuransi dan ongkos pengangkutan",460072
2010,"Maret","AED","Dirham Uni Emirat Arab",0
2010,"Maret","ATS","Schilling Austria",0
2010,"Maret","AUD","Dolar Australia",55283
2010,"Maret","BEF","Franc Belgia",0
2010,"Maret","BND","Dolar Brunei",0
2010,"Maret","CAD","Dolar Kanada",1140
2010,"Maret","CHF","Franc Swiss",11217
2010,"Maret","CNY","Yuan Renminbi China",0
2010,"Maret","DEM","Mark Jerman",0
2010,"Maret","DKK","Krone Denmark",319
2010,"Maret","EUR","Euro",317137
2010,"Maret","FRF","Franc Perancis",1
2010,"Maret","GBP","Poundsterling Inggris",16159
2010,"Maret","HKD","Dolar Hong Kong",8548
2010,"Maret","IDR","Rupiah Indonesia",177354
2010,"Maret","ITL","Lira Italia",0
2010,"Maret","JPY","Yen Jepang",573151
2010,"Maret","KRW","Won Korea",0
2010,"Maret","MYR","Ringgit Malaysia",30494
2010,"Maret","NLG","Gulden Belanda",0
2010,"Maret","NOK","Krone Norwegia",413
2010,"Maret","NZD","Dolar Selandia Baru",440
2010,"Maret","PHP","Peso Filipina",1319
2010,"Maret","QAR","Riyal Qatar",0
2010,"Maret","SAR","Riyal Saudi Arabia",0
2010,"Maret","SEK","Krone Swedia",3918
2010,"Maret","SGD","Dolar Singapura",161714
2010,"Maret","THB","Baht Thailand",14797
2010,"Maret","TWD","Dolar Taiwan",0
2010,"Maret","USD","Dolar Amerika Serikat",8750567
2010,"Maret","Lainnya","Valuta lainnya",958284
2010,"Maret","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",80919
2010,"Maret","Lainnya","Asuransi dan ongkos pengangkutan",548951
2010,"April","AED","Dirham Uni Emirat Arab",0
2010,"April","ATS","Schilling Austria",0
2010,"April","AUD","Dolar Australia",53258
2010,"April","BEF","Franc Belgia",0
2010,"April","BND","Dolar Brunei",0
2010,"April","CAD","Dolar Kanada",3308
2010,"April","CHF","Franc Swiss",20159
2010,"April","CNY","Yuan Renminbi China",0
2010,"April","DEM","Mark Jerman",0
2010,"April","DKK","Krone Denmark",48
2010,"April","EUR","Euro",321460
2010,"April","FRF","Franc Perancis",0
2010,"April","GBP","Poundsterling Inggris",12659
2010,"April","HKD","Dolar Hong Kong",12518
2010,"April","IDR","Rupiah Indonesia",160468
2010,"April","ITL","Lira Italia",0
2010,"April","JPY","Yen Jepang",625904
2010,"April","KRW","Won Korea",0
2010,"April","MYR","Ringgit Malaysia",30585
2010,"April","NLG","Gulden Belanda",0
2010,"April","NOK","Krone Norwegia",795
2010,"April","NZD","Dolar Selandia Baru",1267
2010,"April","PHP","Peso Filipina",11
2010,"April","QAR","Riyal Qatar",0
2010,"April","SAR","Riyal Saudi Arabia",0
2010,"April","SEK","Krone Swedia",8293
2010,"April","SGD","Dolar Singapura",191927
2010,"April","THB","Baht Thailand",9318
2010,"April","TWD","Dolar Taiwan",0
2010,"April","USD","Dolar Amerika Serikat",8405782
2010,"April","Lainnya","Valuta lainnya",994289
2010,"April","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",66535
2010,"April","Lainnya","Asuransi dan ongkos pengangkutan",557676
2010,"Mei","AED","Dirham Uni Emirat Arab",0
2010,"Mei","ATS","Schilling Austria",0
2010,"Mei","AUD","Dolar Australia",51838
2010,"Mei","BEF","Franc Belgia",0
2010,"Mei","BND","Dolar Brunei",0
2010,"Mei","CAD","Dolar Kanada",4160
2010,"Mei","CHF","Franc Swiss",18281
2010,"Mei","CNY","Yuan Renminbi China",0
2010,"Mei","DEM","Mark Jerman",0
2010,"Mei","DKK","Krone Denmark",17
2010,"Mei","EUR","Euro",260267
2010,"Mei","FRF","Franc Perancis",1
2010,"Mei","GBP","Poundsterling Inggris",12245
2010,"Mei","HKD","Dolar Hong Kong",13791
2010,"Mei","IDR","Rupiah Indonesia",130320
2010,"Mei","ITL","Lira Italia",0
2010,"Mei","JPY","Yen Jepang",491520
2010,"Mei","KRW","Won Korea",0
2010,"Mei","MYR","Ringgit Malaysia",40917
2010,"Mei","NLG","Gulden Belanda",0
2010,"Mei","NOK","Krone Norwegia",656
2010,"Mei","NZD","Dolar Selandia Baru",1136
2010,"Mei","PHP","Peso Filipina",2123
2010,"Mei","QAR","Riyal Qatar",0
2010,"Mei","SAR","Riyal Saudi Arabia",0
2010,"Mei","SEK","Krone Swedia",11863
2010,"Mei","SGD","Dolar Singapura",190616
2010,"Mei","THB","Baht Thailand",12778
2010,"Mei","TWD","Dolar Taiwan",0
2010,"Mei","USD","Dolar Amerika Serikat",7718027
2010,"Mei","Lainnya","Valuta lainnya",1240196
2010,"Mei","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",58440
2010,"Mei","Lainnya","Asuransi dan ongkos pengangkutan",506564
2010,"Juni","AED","Dirham Uni Emirat Arab",0
2010,"Juni","ATS","Schilling Austria",0
2010,"Juni","AUD","Dolar Australia",46801
2010,"Juni","BEF","Franc Belgia",0
2010,"Juni","BND","Dolar Brunei",0
2010,"Juni","CAD","Dolar Kanada",1846
2010,"Juni","CHF","Franc Swiss",15139
2010,"Juni","CNY","Yuan Renminbi China",0
2010,"Juni","DEM","Mark Jerman",0
2010,"Juni","DKK","Krone Denmark",30
2010,"Juni","EUR","Euro",295799
2010,"Juni","FRF","Franc Perancis",0
2010,"Juni","GBP","Poundsterling Inggris",16113
2010,"Juni","HKD","Dolar Hong Kong",14391
2010,"Juni","IDR","Rupiah Indonesia",181535
2010,"Juni","ITL","Lira Italia",0
2010,"Juni","JPY","Yen Jepang",582849
2010,"Juni","KRW","Won Korea",0
2010,"Juni","MYR","Ringgit Malaysia",41321
2010,"Juni","NLG","Gulden Belanda",0
2010,"Juni","NOK","Krone Norwegia",947
2010,"Juni","NZD","Dolar Selandia Baru",519
2010,"Juni","PHP","Peso Filipina",0
2010,"Juni","QAR","Riyal Qatar",0
2010,"Juni","SAR","Riyal Saudi Arabia",0
2010,"Juni","SEK","Krone Swedia",7803
2010,"Juni","SGD","Dolar Singapura",213130
2010,"Juni","THB","Baht Thailand",14193
2010,"Juni","TWD","Dolar Taiwan",0
2010,"Juni","USD","Dolar Amerika Serikat",8494734
2010,"Juni","Lainnya","Valuta lainnya",1268520
2010,"Juni","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",79989
2010,"Juni","Lainnya","Asuransi dan ongkos pengangkutan",792720
2010,"Juli","AED","Dirham Uni Emirat Arab",0
2010,"Juli","ATS","Schilling Austria",0
2010,"Juli","AUD","Dolar Australia",59445
2010,"Juli","BEF","Franc Belgia",0
2010,"Juli","BND","Dolar Brunei",0
2010,"Juli","CAD","Dolar Kanada",5007
2010,"Juli","CHF","Franc Swiss",17404
2010,"Juli","CNY","Yuan Renminbi China",0
2010,"Juli","DEM","Mark Jerman",7
2010,"Juli","DKK","Krone Denmark",660
2010,"Juli","EUR","Euro",428668
2010,"Juli","FRF","Franc Perancis",0
2010,"Juli","GBP","Poundsterling Inggris",12838
2010,"Juli","HKD","Dolar Hong Kong",14007
2010,"Juli","IDR","Rupiah Indonesia",170083
2010,"Juli","ITL","Lira Italia",0
2010,"Juli","JPY","Yen Jepang",635717
2010,"Juli","KRW","Won Korea",0
2010,"Juli","MYR","Ringgit Malaysia",37740
2010,"Juli","NLG","Gulden Belanda",0
2010,"Juli","NOK","Krone Norwegia",2257
2010,"Juli","NZD","Dolar Selandia Baru",590
2010,"Juli","PHP","Peso Filipina",0
2010,"Juli","QAR","Riyal Qatar",0
2010,"Juli","SAR","Riyal Saudi Arabia",0
2010,"Juli","SEK","Krone Swedia",22167
2010,"Juli","SGD","Dolar Singapura",543613
2010,"Juli","THB","Baht Thailand",13638
2010,"Juli","TWD","Dolar Taiwan",0
2010,"Juli","USD","Dolar Amerika Serikat",8927849
2010,"Juli","Lainnya","Valuta lainnya",1251632
2010,"Juli","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",83608
2010,"Juli","Lainnya","Asuransi dan ongkos pengangkutan",700007
2010,"Agustus","AED","Dirham Uni Emirat Arab",0
2010,"Agustus","ATS","Schilling Austria",0
2010,"Agustus","AUD","Dolar Australia",44802
2010,"Agustus","BEF","Franc Belgia",0
2010,"Agustus","BND","Dolar Brunei",0
2010,"Agustus","CAD","Dolar Kanada",2514
2010,"Agustus","CHF","Franc Swiss",24962
2010,"Agustus","CNY","Yuan Renminbi China",1
2010,"Agustus","DEM","Mark Jerman",0
2010,"Agustus","DKK","Krone Denmark",1635
2010,"Agustus","EUR","Euro",393878
2010,"Agustus","FRF","Franc Perancis",0
2010,"Agustus","GBP","Poundsterling Inggris",16634
2010,"Agustus","HKD","Dolar Hong Kong",13477
2010,"Agustus","IDR","Rupiah Indonesia",185966
2010,"Agustus","ITL","Lira Italia",0
2010,"Agustus","JPY","Yen Jepang",583123
2010,"Agustus","KRW","Won Korea",0
2010,"Agustus","MYR","Ringgit Malaysia",38505
2010,"Agustus","NLG","Gulden Belanda",0
2010,"Agustus","NOK","Krone Norwegia",483
2010,"Agustus","NZD","Dolar Selandia Baru",321
2010,"Agustus","PHP","Peso Filipina",20
2010,"Agustus","QAR","Riyal Qatar",0
2010,"Agustus","SAR","Riyal Saudi Arabia",0
2010,"Agustus","SEK","Krone Swedia",7742
2010,"Agustus","SGD","Dolar Singapura",359514
2010,"Agustus","THB","Baht Thailand",15468
2010,"Agustus","TWD","Dolar Taiwan",0
2010,"Agustus","USD","Dolar Amerika Serikat",9396681
2010,"Agustus","Lainnya","Valuta lainnya",1361956
2010,"Agustus","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",84431
2010,"Agustus","Lainnya","Asuransi dan ongkos pengangkutan",701694
2010,"September","AED","Dirham Uni Emirat Arab",0
2010,"September","ATS","Schilling Austria",0
2010,"September","AUD","Dolar Australia",63477
2010,"September","BEF","Franc Belgia",0
2010,"September","BND","Dolar Brunei",2
2010,"September","CAD","Dolar Kanada",1851
2010,"September","CHF","Franc Swiss",28864
2010,"September","CNY","Yuan Renminbi China",0
2010,"September","DEM","Mark Jerman",0
2010,"September","DKK","Krone Denmark",23
2010,"September","EUR","Euro",344882
2010,"September","FRF","Franc Perancis",0
2010,"September","GBP","Poundsterling Inggris",14607
2010,"September","HKD","Dolar Hong Kong",5995
2010,"September","IDR","Rupiah Indonesia",136782
2010,"September","ITL","Lira Italia",0
2010,"September","JPY","Yen Jepang",444739
2010,"September","KRW","Won Korea",0
2010,"September","MYR","Ringgit Malaysia",19930
2010,"September","NLG","Gulden Belanda",0
2010,"September","NOK","Krone Norwegia",2794
2010,"September","NZD","Dolar Selandia Baru",199
2010,"September","PHP","Peso Filipina",18
2010,"September","QAR","Riyal Qatar",0
2010,"September","SAR","Riyal Saudi Arabia",0
2010,"September","SEK","Krone Swedia",5371
2010,"September","SGD","Dolar Singapura",343228
2010,"September","THB","Baht Thailand",14632
2010,"September","TWD","Dolar Taiwan",0
2010,"September","USD","Dolar Amerika Serikat",6568629
2010,"September","Lainnya","Valuta lainnya",1195852
2010,"September","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",52646
2010,"September","Lainnya","Asuransi dan ongkos pengangkutan",482854
2010,"Oktober","AED","Dirham Uni Emirat Arab",0
2010,"Oktober","ATS","Schilling Austria",0
2010,"Oktober","AUD","Dolar Australia",58435
2010,"Oktober","BEF","Franc Belgia",0
2010,"Oktober","BND","Dolar Brunei",0
2010,"Oktober","CAD","Dolar Kanada",2512
2010,"Oktober","CHF","Franc Swiss",14194
2010,"Oktober","CNY","Yuan Renminbi China",0
2010,"Oktober","DEM","Mark Jerman",0
2010,"Oktober","DKK","Krone Denmark",20
2010,"Oktober","EUR","Euro",522384
2010,"Oktober","FRF","Franc Perancis",0
2010,"Oktober","GBP","Poundsterling Inggris",20043
2010,"Oktober","HKD","Dolar Hong Kong",11518
2010,"Oktober","IDR","Rupiah Indonesia",178830
2010,"Oktober","ITL","Lira Italia",0
2010,"Oktober","JPY","Yen Jepang",494102
2010,"Oktober","KRW","Won Korea",0
2010,"Oktober","MYR","Ringgit Malaysia",34979
2010,"Oktober","NLG","Gulden Belanda",0
2010,"Oktober","NOK","Krone Norwegia",1798
2010,"Oktober","NZD","Dolar Selandia Baru",483
2010,"Oktober","PHP","Peso Filipina",32
2010,"Oktober","QAR","Riyal Qatar",0
2010,"Oktober","SAR","Riyal Saudi Arabia",0
2010,"Oktober","SEK","Krone Swedia",8119
2010,"Oktober","SGD","Dolar Singapura",337959
2010,"Oktober","THB","Baht Thailand",15921
2010,"Oktober","TWD","Dolar Taiwan",0
